System	Family	Surface	True_eV	Prediction_eV	Error_eV	Abs_error_eV
Ni48C4H9NO2	carbamate_esters	fcc(111)	-15.987839796693152	-15.824571872857632	0.16326792383551947	0.16326792383551947
Pt48H3N	small_fragments	fcc(111)	-20.59619690708496	-20.342949285735813	0.25324762134914636	0.25324762134914636
Zn48C2H4O	radicals	hcp(0001)	-78.36597370394338	-78.32754981860853	0.03842388533485064	0.03842388533485064
Ni48HS	small_fragments2	fcc(111)	-39.306663463829864	-39.118893137296254	0.18777032653360948	0.18777032653360948
Ir72C4H8O	group2b	fcc(110)	-87.01973726174765	-87.06954296462209	-0.049805702874436975	0.049805702874436975
Pt48C3H8N2	amidines	fcc(100)	-86.51621877525395	-86.51165069334093	0.00456808191302116	0.00456808191302116
Rh48N	small_fragments2	fcc(111)	-69.75471529335118	-69.76459128404167	-0.009875990690488834	0.009875990690488834
Ni72S	small_fragments2	fcc(110)	-28.38151888775792	-28.599844587255575	-0.21832569949765457	0.21832569949765457
Rh72C2H4O2	group4	fcc(110)	-6.365710923440929	-6.481898638652638	-0.11618771521170856	0.11618771521170856
Pt48C2H4O2	radicals	fcc(111)	-86.15252058664191	-86.18284301883614	-0.030322432194225257	0.030322432194225257
Ni48CH3	radicals	fcc(111)	-73.05264360084402	-72.92166458296742	0.13097901787659794	0.13097901787659794
Ru48C3H9N	group3N	hcp(0001)	-40.81942706221889	-40.77799501293521	0.041432049283685046	0.041432049283685046
Pt48CHO2	radicals	fcc(111)	-73.29482348209604	-73.25514328699137	0.03968019510466547	0.03968019510466547
Ni48H	small_fragments2	fcc(100)	-87.32231946980755	-87.39435836585835	-0.07203889605079894	0.07203889605079894
Ni72C3H8S	group3S	fcc(110)	-86.51116910792916	-86.60084868699778	-0.08967957906861557	0.08967957906861557
Au48O	small_fragments2	fcc(100)	-35.620436852044804	-35.607875499221336	0.012561352823468042	0.012561352823468042
Ir48C2H6	group2	fcc(111)	-86.21296653531681	-86.17225860902545	0.04070792629136122	0.04070792629136122
Cu72C4H10N2	amidines	fcc(110)	-77.9491493159403	-77.7996344943349	0.14951482160540763	0.14951482160540763
Ag48O	small_fragments2	fcc(111)	-10.880968500390736	-10.818348437864188	0.06262006252654828	0.06262006252654828
Ru48C2HO2	radicals	hcp(0001)	-63.28607923618074	-63.30960625393254	-0.023527017751803214	0.023527017751803214
Fe48CH2O3	group4	bcc(110)	-65.82364612155197	-65.8166910510763	0.006955070475669345	0.006955070475669345
Ni48HS	small_fragments2	fcc(111)	-67.37572523623749	-67.39594833378214	-0.02022309754465823	0.02022309754465823
Cd48S	small_fragments2	hcp(0001)	-9.591520070647675	-9.56423372039717	0.027286350250506075	0.027286350250506075
Au48C3H9N	group3N	fcc(111)	-49.96998981223237	-50.13809561922835	-0.16810580699598177	0.16810580699598177
Ag48C3H8	group2	fcc(100)	-77.84171214725029	-77.81447465349083	0.02723749375945772	0.02723749375945772
Ru36CH	radicals	hcp(0001)	-47.14299772821869	-47.171524248148216	-0.02852651992952815	0.02852651992952815
Ag48C4H10	group2	fcc(100)	-91.88274487273156	-91.86941403017408	0.013330842557479627	0.013330842557479627
Ir48C2H4O	radicals	fcc(111)	-91.54665409131121	-91.62798618990928	-0.08133209859806811	0.08133209859806811
Rh48C4H9NO	amides	fcc(100)	-12.991195510498073	-12.983120230477653	0.008075280020420905	0.008075280020420905
Ni48C2H3O	radicals	fcc(111)	-4.358574599194981	-6.088080423309293	-1.7295058241143124	1.7295058241143124
Ni48C3H7N	group3N	fcc(111)	-86.45920673994988	-86.56763325258362	-0.10842651263374137	0.10842651263374137
Cu48CH3	small_fragments2	fcc(111)	-45.17604063323597	-45.32996475315849	-0.15392411992252164	0.15392411992252164
Cu72C4H11N	group3N	fcc(110)	-46.18845356511338	-46.216747144273086	-0.028293579159708315	0.028293579159708315
Cu48C4H9N	group3N	fcc(111)	-35.95808057193062	-35.965812111639025	-0.007731539708402124	0.007731539708402124
Ir72C4H10S	group3S	fcc(110)	-91.32179907075988	-91.41439957004332	-0.09260049928343506	0.09260049928343506
Au72C4H9N	group3N	fcc(110)	-25.882411657652483	-26.15776335145165	-0.27535169379916624	0.27535169379916624
Ag48C4H10N2	amidines	fcc(111)	-78.32946045638346	-78.39162336174377	-0.062162905360310106	0.062162905360310106
Cu48C4H9N	group3N	fcc(100)	-5.830606715484464	-6.119369516076404	-0.2887628005919396	0.2887628005919396
Pt48C4H10N2	amidines	fcc(111)	-20.4695364540421	-20.369345749899367	0.10019070414273301	0.10019070414273301
Fe48C2H2O	radicals	bcc(110)	-33.22119054476752	-33.10789583177575	0.11329471299177385	0.11329471299177385
Pt48C3H7N	group3N	fcc(111)	-78.82894828236567	-78.59677700227985	0.23217128008582222	0.23217128008582222
Ru48C4H8O2	group4	hcp(0001)	-92.68977384061509	-92.63579788725474	0.053975953360350104	0.053975953360350104
Cd48C3H8N2	amidines	hcp(0001)	-10.463919023553899	-10.481207241886295	-0.017288218332396355	0.017288218332396355
Ni72C2H6	group2	fcc(110)	-86.89850685870988	-86.89192868116515	0.006578177544724895	0.006578177544724895
Zn48C2H5O	radicals	hcp(0001)	-73.01966895913574	-73.02071588394392	-0.0010469248081790283	0.0010469248081790283
Ni72HS	small_fragments2	fcc(110)	-80.70079749314937	-80.69199809013662	0.008799403012744733	0.008799403012744733
Cu48C2H3O2	radicals	fcc(111)	-46.71294021064023	-46.86804561072131	-0.15510540008108364	0.15510540008108364
Ru48C4H10S	group3S	hcp(0001)	-64.34019467291728	-64.27636192248792	0.06383275042935566	0.06383275042935566
Au72C2H7N	group3N	fcc(110)	-66.53849772226204	-66.54112026890652	-0.002622546644488466	0.002622546644488466
Ag48CH2O3	group4	fcc(100)	-90.45514075555184	-90.41390587710703	0.04123487844481133	0.04123487844481133
Fe48C4H8S	group3S	bcc(110)	-57.618053625382345	-57.62036209458438	-0.0023084692020347575	0.0023084692020347575
Ru36C2H5O2	radicals	hcp(0001)	-50.056621531453175	-50.0801723231225	-0.02355079166932228	0.02355079166932228
Cd48CHO	radicals	hcp(0001)	-4.00741159028621	-3.9727513996367634	0.03466019064944703	0.03466019064944703
Ir48CHO	radicals	fcc(111)	-78.47505105483287	-78.44772980708876	0.027321247744112043	0.027321247744112043
Ag48C4H9N	group3N	fcc(111)	-24.280583548519644	-24.09389591672516	0.18668763179448433	0.18668763179448433
Zn48C4H8O2	group4	hcp(0001)	-90.50214418968972	-90.66063115690122	-0.1584869672115019	0.1584869672115019
Cu48C4H10S	group3S	fcc(111)	-31.01765636113123	-30.92976004398588	0.08789631714535062	0.08789631714535062
Ir48C4H10N2	amidines	fcc(111)	-70.49400299152148	-70.40882344425336	0.08517954726812604	0.08517954726812604
Rh48C4H8O2	group4	fcc(111)	-35.68812577551762	-35.42871700167234	0.25940877384527994	0.25940877384527994
Ru48C4H10N2	amidines	hcp(0001)	-80.4862983038256	-80.47580811724765	0.010490186577953864	0.010490186577953864
Fe48C4H9N	group3N	bcc(110)	-79.69163526280136	-79.77496698778305	-0.08333172498169006	0.08333172498169006
Co48C4H8	group2	hcp(0001)	-78.0028373649784	-77.89898242400704	0.10385494097135961	0.10385494097135961
Co48C3H6O3	group4	hcp(0001)	-20.170960478248162	-20.289144330094132	-0.11818385184596991	0.11818385184596991
Os48C4H9NO	amides	hcp(0001)	-84.44867837932543	-84.44997307633821	-0.0012946970127813984	0.0012946970127813984
Fe48C2H2	radicals	bcc(110)	-53.682174706526894	-53.74343900142685	-0.06126429489995644	0.06126429489995644
Zn48H3N	small_fragments2	hcp(0001)	-14.6460486162905	-14.615373719410854	0.03067489687964553	0.03067489687964553
Ni48HN	small_fragments2	fcc(100)	-39.59512352866477	-38.0210633551942	1.5740601734705706	1.5740601734705706
Co48C4H10N2	amidines	hcp(0001)	-90.91720450939101	-90.7777157376986	0.13948877169241314	0.13948877169241314
Fe48HS	small_fragments2	bcc(110)	-85.31215055336725	-85.45014920208268	-0.13799864871543832	0.13799864871543832
Ir48C2H3	radicals	fcc(111)	-80.15945361333615	-80.03496901901963	0.12448459431652736	0.12448459431652736
Cu72C3H6S	group3S	fcc(110)	-29.179788584746348	-29.16137492224516	0.01841366250118881	0.01841366250118881
Au48C4H6	group2	fcc(100)	-37.495186044547154	-37.696704238686834	-0.20151819413968042	0.20151819413968042
Rh48C4H11N	group3N	fcc(111)	-65.87168862856197	-65.97006553547453	-0.09837690691256284	0.09837690691256284
Co48HN	small_fragments2	hcp(0001)	-46.89453891542962	-46.82676580175348	0.06777311367613947	0.06777311367613947
Ru36HO	radicals	hcp(0001)	-61.790641370929734	-62.0043475147113	-0.2137061437815646	0.2137061437815646
Pt72CH4N2	amidines	fcc(110)	-80.18409647844601	-80.26220404863489	-0.07810757018887671	0.07810757018887671
Ag48C4H10N2	amidines	fcc(111)	-66.89289921857744	-66.84269219452653	0.0502070240509056	0.0502070240509056
Au72C4H8S	group3S	fcc(110)	-13.321667795447866	-15.403132291325164	-2.0814644958772988	2.0814644958772988
Fe48C2HO2	radicals	bcc(110)	-63.74803916997644	-63.75676877800197	-0.008729608025532798	0.008729608025532798
Fe48C2	radicals	bcc(110)	-87.32551608022186	-87.46327044648206	-0.13775436626019655	0.13775436626019655
Ni72C3H7N	group3N	fcc(110)	-73.76548074373568	-73.75930214249274	0.0061786012429365655	0.0061786012429365655
Ag72CH3NO	amides	fcc(110)	-76.02899848425659	-75.82076862965914	0.20822985459744814	0.20822985459744814
Pd72C4H9NO	amides	fcc(110)	-34.28319630480837	-34.46289396863358	-0.17969766382520902	0.17969766382520902
Pd48C3H8N2	amidines	fcc(111)	-45.608920921828485	-45.597803889021634	0.011117032806851057	0.011117032806851057
Au48C3H7N	group3N	fcc(100)	-47.30284133549412	-47.44270002061876	-0.1398586851246364	0.1398586851246364
Pd48C3H7NO	oximes	fcc(100)	-80.71648391652525	-80.64528081544631	0.07120310107893602	0.07120310107893602
Pt48C4H10N2	amidines	fcc(100)	-28.277646498039758	-28.263596767113995	0.01404973092576256	0.01404973092576256
Ir48C4H9NO	oximes	fcc(111)	-66.40367910765144	-66.3525193820251	0.05115972562634852	0.05115972562634852
Ir48C2H4O2	radicals	fcc(111)	-70.23892150688334	-70.2002132069756	0.038708299907739274	0.038708299907739274
Pt48H3N	small_fragments2	fcc(111)	-40.17230189978727	-40.21709545014255	-0.044793550355279876	0.044793550355279876
Cd48C4H8O2	group4	hcp(0001)	-8.311350884454441	-8.721413883071364	-0.4100629986169224	0.4100629986169224
Ni48C2H2O2	radicals	fcc(111)	-84.71849184088933	-84.80179215812677	-0.08330031723744469	0.08330031723744469
Fe48C2H4O2	radicals	bcc(110)	-7.28025906912444	-7.251514003641205	0.02874506548323552	0.02874506548323552
Ni48C2H5O	radicals	fcc(111)	-74.30078037765634	-74.29282025936482	0.007960118291521212	0.007960118291521212
Pt48C4H9NO	amides	fcc(100)	-20.66469021778539	-21.61016452230251	-0.9454743045171199	0.9454743045171199
Cu72HO	small_fragments2	fcc(110)	-36.93529938150641	-36.64698326883263	0.2883161126737832	0.2883161126737832
Au48C4H9NO	oximes	fcc(100)	-56.45999513150309	-56.54354845556918	-0.08355332406608795	0.08355332406608795
Cd48C2HO	radicals	hcp(0001)	-20.38177274737245	-20.176603402964247	0.20516934440820478	0.20516934440820478
Rh48C2H3	radicals	fcc(111)	-38.46047252862172	-39.544030108276274	-1.0835575796545527	1.0835575796545527
Au72C2H6O	group2	fcc(110)	-66.51486164984271	-66.52879360172756	-0.01393195188484242	0.01393195188484242
Ir48C2H4O	group2	fcc(100)	-78.21391311017942	-78.13301723025143	0.08089587992799352	0.08089587992799352
Pt48C2H3O2	radicals	fcc(111)	-57.00019829949406	-56.94980413763369	0.0503941618603676	0.0503941618603676
Au48C2H2O2	radicals	fcc(111)	-16.818588590980653	-15.36877570887009	1.4498128821105638	1.4498128821105638
Ni48C4H9NO2	carbamate_esters	fcc(111)	-16.829085757057328	-16.71956695287372	0.10951880418360815	0.10951880418360815
Ir48CH3NO	oximes	fcc(111)	-57.794315194743376	-57.75300310559396	0.04131208914941453	0.04131208914941453
Rh48HO	small_fragments2	fcc(100)	-85.84767004149762	-85.85159949927765	-0.003929457780031953	0.003929457780031953
Cd48C2H5O	radicals	hcp(0001)	-89.81188223541176	-89.65067326369899	0.16120897171276738	0.16120897171276738
Pt48C4H10N2	amidines	fcc(111)	-26.718677745679088	-26.584868541071046	0.1338092046080419	0.1338092046080419
Zn48C4H9N	group3N	hcp(0001)	-11.045653262466658	-11.006735577597283	0.03891768486937508	0.03891768486937508
Au48C4H9NO	amides	fcc(100)	-37.79750826627969	-38.04630383988206	-0.24879557360236504	0.24879557360236504
Ni48CH2	radicals	fcc(111)	-10.470947378766141	-10.576571622663323	-0.10562424389718217	0.10562424389718217
Au72HS	small_fragments2	fcc(110)	-22.07845049925163	-22.074402389993338	0.004048109258292243	0.004048109258292243
Rh72C4H9NO	amides	fcc(110)	-9.542496071630012	-10.094089345315297	-0.5515932736852847	0.5515932736852847
Fe48CH2	radicals	bcc(110)	-42.011524571361406	-41.924854028678965	0.08667054268244101	0.08667054268244101
Au48C4H8S	group3S	fcc(100)	-84.02185760427892	-84.09497134313278	-0.07311373885386274	0.07311373885386274
Os48C3H9N	group3N	hcp(0001)	-73.50099961919477	-73.46034752889318	0.04065209030159167	0.04065209030159167
Pd72C4H9N	group3N	fcc(110)	-90.95238467269519	-90.94269712847017	0.009687544225016609	0.009687544225016609
Pt72C4H10N2	amidines	fcc(110)	-61.4525605599365	-61.51331796874183	-0.06075740880532976	0.06075740880532976
Cu72C4H8O	group2	fcc(110)	-15.283381542016286	-15.324065040062123	-0.04068349804583704	0.04068349804583704
Ni48C2H3O2	radicals	fcc(111)	-32.97507422623676	-32.466068108873515	0.5090061173632421	0.5090061173632421
Pd48CH4N2	amidines	fcc(100)	-90.29252541484675	-90.39156101195113	-0.09903559710437548	0.09903559710437548
Ni48CH3	small_fragments2	fcc(100)	-90.88396464673133	-90.88586656013285	-0.0019019134015252348	0.0019019134015252348
Fe48C2H6	radicals	bcc(110)	-91.67951233921849	-91.56174376754643	0.1177685716720589	0.1177685716720589
Ir48C2H4O2	group4	fcc(100)	-40.24311065918846	-39.843442751479415	0.3996679077090448	0.3996679077090448
Ag48C3H7NO	oximes	fcc(100)	-91.12958367597821	-91.06326447912943	0.06631919684878085	0.06631919684878085
Ag48C4H10N2	amidines	fcc(111)	-90.61503758150502	-90.91598658686416	-0.3009490053591435	0.3009490053591435
Pd48C3H8S	group3S	fcc(111)	-59.16067115711394	-59.27419619356351	-0.11352503644957324	0.11352503644957324
Rh48HS	small_fragments2	fcc(111)	-40.964813510330714	-41.4547743205585	-0.48996081022778526	0.48996081022778526
Zn48C3H6S	group3S	hcp(0001)	-85.19580230968495	-85.20382524346496	-0.008022933780011954	0.008022933780011954
Ir48C2H6S	group3S	fcc(111)	-79.61241097281709	-79.51648648726768	0.09592448554940347	0.09592448554940347
Ni72C4H9NO2	carbamate_esters	fcc(110)	-92.57878934170003	-92.59110815694294	-0.012318815242906567	0.012318815242906567
Ag48C4H8O	group2b	fcc(111)	-9.316653452009632	-8.782938164298685	0.5337152877109475	0.5337152877109475
Pt72C2H6S	group3S	fcc(110)	-8.080852939187025	-7.913194910655875	0.1676580285311502	0.1676580285311502
Cd48C2H3	radicals	hcp(0001)	-78.75665986923559	-78.96739536387395	-0.2107354946383566	0.2107354946383566
Rh72C3H7NO	amides	fcc(110)	-28.522316315460557	-28.351730387215866	0.17058592824469088	0.17058592824469088
Ru36C2H3O	radicals	hcp(0001)	-33.07022049767875	-32.97638637199634	0.09383412568240601	0.09383412568240601
Pt48C4H9NO	amides	fcc(111)	-74.11363209894625	-73.99795737689055	0.11567472205570084	0.11567472205570084
Pt48C4H10O	group2b	fcc(111)	-4.371402917844534	-4.892213112419995	-0.5208101945754606	0.5208101945754606
Zn48C4H8O2	group4	hcp(0001)	-86.55678711157088	-86.590253807939	-0.03346669636812294	0.03346669636812294
Ir48C2H5NO	amides	fcc(100)	-38.91262015965276	-38.875104481589005	0.03751567806375533	0.03751567806375533
Cu48C4H9NO	amides	fcc(111)	-13.187301975816808	-12.842772980442533	0.34452899537427584	0.34452899537427584
Rh48C3H7N	group3N	fcc(111)	-27.341980134100595	-26.88774388807724	0.4542362460233562	0.4542362460233562
Ir48C3H7NO	amides	fcc(100)	-14.562448180608044	-14.93814761727117	-0.3756994366631261	0.3756994366631261
Rh72C3H8N2	amidines	fcc(110)	-64.42805522013168	-64.52010259414146	-0.09204737400978047	0.09204737400978047
Pt48CH2O2	group4	fcc(100)	-92.71524203144872	-92.5771980159916	0.13804401545712608	0.13804401545712608
Au48C4H10N2	amidines	fcc(100)	-5.754320794461819	-5.292250061123923	0.46207073333789594	0.46207073333789594
Pd72CH3	small_fragments2	fcc(110)	-83.97221242987507	-83.99415946360386	-0.02194703372879303	0.02194703372879303
Pd72C4H8S	group3S	fcc(110)	-31.239196119789995	-31.493345841348855	-0.2541497215588606	0.2541497215588606
Rh48C2H3O2	radicals	fcc(111)	-43.23057515969049	-42.92526135031858	0.3053138093719099	0.3053138093719099
Cu48HN	small_fragments2	fcc(100)	-80.210037530318	-80.18836444191402	0.021673088403986185	0.021673088403986185
Ir48O	small_fragments2	fcc(100)	-93.2184534199987	-93.31063863910822	-0.09218521910952404	0.09218521910952404
Ag48CH2	small_fragments2	fcc(100)	-62.25506942996071	-62.59504081267005	-0.33997138270933647	0.33997138270933647
Ni48CHO2	radicals	fcc(111)	-79.1242212103898	-79.00512129933668	0.11909991105312656	0.11909991105312656
Fe48C2H2O	radicals	bcc(110)	-47.327186699470985	-47.27914070271163	0.04804599675935606	0.04804599675935606
Pd48C	small_fragments2	fcc(111)	-35.3027457741282	-35.148636697489565	0.15410907663863327	0.15410907663863327
Rh48C4H10O	group2	fcc(111)	-46.21517544840481	-46.14123114920312	0.07394429920168477	0.07394429920168477
Au72C2H2	group2	fcc(110)	-91.19067522828482	-91.53344190023199	-0.3427666719471745	0.3427666719471745
Os48C2H5O	radicals	hcp(0001)	-20.653236860383913	-20.42141978985819	0.23181707052572165	0.23181707052572165
Ni72C4H10N2	amidines	fcc(110)	-66.73383295297208	-66.8075172658464	-0.07368431287432031	0.07368431287432031
Ru48C2H4O2	group4	hcp(0001)	-90.99130235756456	-90.93005027678737	0.06125208077719435	0.06125208077719435
Pt72C4H10N2	amidines	fcc(110)	-10.208860222286603	-10.025683278348879	0.183176943937724	0.183176943937724
Co48C2HO2	radicals	hcp(0001)	-70.57661408326021	-70.55689001987412	0.019724063386092894	0.019724063386092894
Ag48C4H8O2	group4	fcc(111)	-86.03011413806962	-85.93511618097546	0.09499795709416503	0.09499795709416503
Cd48C2H4	radicals	hcp(0001)	-46.91925419283871	-46.76325628935865	0.15599790348005627	0.15599790348005627
Rh48C4H10N2	amidines	fcc(100)	-78.33740312592818	-78.25947004320733	0.07793308272084687	0.07793308272084687
Cu72C4H8S	group3S	fcc(110)	-35.13167128097302	-35.132559422185295	-0.0008881412122718757	0.0008881412122718757
Pd72C4H8	group2	fcc(110)	-45.2067565346706	-45.373957406035515	-0.16720087136491202	0.16720087136491202
Ag48C2H2O	radicals	fcc(111)	-56.2049712277294	-55.90652524509915	0.29844598263025546	0.29844598263025546
Ag48C4H9NO	oximes	fcc(100)	-78.19783757974983	-78.1787102635044	0.019127316245430848	0.019127316245430848
Cu48C3H6O2	group4	fcc(100)	-50.33148193397517	-50.39973565157106	-0.06825371759589416	0.06825371759589416
Ni48C3H8N2	amidines	fcc(100)	-91.24171281268355	-91.45026721397153	-0.20855440128798364	0.20855440128798364
Ni72CH5N	group3N	fcc(110)	-86.07567630572157	-86.03120991936885	0.04446638635272393	0.04446638635272393
Ag48C3H7NO	oximes	fcc(111)	-91.68604166027217	-91.60805972106027	0.07798193921189522	0.07798193921189522
Au48C4H10N2	amidines	fcc(111)	-40.30002236419841	-40.0676861934553	0.23233617074311042	0.23233617074311042
Au48H	small_fragments2	fcc(100)	-80.8936619813121	-81.03358871654927	-0.13992673523716803	0.13992673523716803
Au48C3H7NO	amides	fcc(100)	-80.42172921628116	-80.37938634241436	0.0423428738668008	0.0423428738668008
Ag48C4H9NO2	carbamate_esters	fcc(111)	-36.68054942305753	-36.47266505364678	0.20788436941074906	0.20788436941074906
Os48CO	radicals	hcp(0001)	-72.24027182668942	-72.05404658668522	0.18622524000420526	0.18622524000420526
Pd48H2N	small_fragments2	fcc(100)	-15.621011302904662	-15.746586443896376	-0.12557514099171385	0.12557514099171385
Zn48C2HO2	radicals	hcp(0001)	-62.59096565785421	-62.6034057418874	-0.012440084033187304	0.012440084033187304
Ru48C4H9NO	amides	hcp(0001)	-73.23151419407077	-73.22957738317564	0.0019368108951312024	0.0019368108951312024
Rh48C4H8O2	group4	fcc(111)	-57.17919539613513	-57.26557323608995	-0.08637783995482096	0.08637783995482096
Au48C4H8S	group3S	fcc(111)	-11.244680648000212	-11.330315607559896	-0.08563495955968392	0.08563495955968392
Rh48C3H4	group2	fcc(111)	-90.17232448787036	-90.12179291712891	0.0505315707414411	0.0505315707414411
